total_distance,average_speed,max_speed,average_speed_kmh,max_speed_kmh,trajectory_segments,detection_gaps,valid_points,filtered_unrealistic
191.95201093961353,20.159291094864248,68.15633103003161,72.57344794151129,245.3627917081138,150,36,192,41
