frame,ID,X,Y,Class,Color,Position
17,10,78,195,Player,red,Defense
17,11,168,361,Player,red,Defense
17,12,170,256,Player,red,Defense
17,0,867,398,Ball,blue,Ball
18,1,1007,582,Player,red,Defense
18,2,522,584,Player,red,Defense
18,3,776,315,Player,red,Defense
18,4,1120,350,Player,red,Defense
18,5,564,229,Player,red,Defense
18,6,1087,219,Player,red,Defense
18,7,844,152,Player,red,Defense
18,8,422,147,Player,red,Defense
18,9,1208,196,Player,red,Defense
18,10,78,195,Player,red,Defense
18,11,168,360,Player,red,Defense
18,12,170,256,Player,red,Defense
18,0,884,397,Ball,blue,Ball
19,1,1012,583,Player,red,Defense
19,2,522,584,Player,red,Defense
19,3,776,315,Player,red,Defense
19,4,1120,350,Player,red,Defense
19,5,564,231,Player,red,Defense
19,6,1087,219,Player,red,Defense
19,7,844,152,Player,red,Defense
19,8,422,147,Player,red,Defense
19,9,1208,196,Player,red,Defense
19,10,78,195,Player,red,Defense
19,11,168,360,Player,red,Defense
19,12,170,256,Player,red,Defense
20,1,1016,583,Player,red,Defense
20,2,524,583,Player,red,Defense
20,3,776,314,Player,red,Defense
20,4,1120,350,Player,red,Defense
20,5,563,232,Player,red,Defense
20,6,1087,219,Player,red,Defense
20,7,844,152,Player,red,Defense
20,8,422,147,Player,red,Defense
20,9,1208,196,Player,red,Defense
20,10,78,195,Player,red,Defense
20,11,168,360,Player,red,Defense
20,12,170,256,Player,red,Defense
20,0,920,398,Ball,blue,Ball
21,1,1019,583,Player,red,Defense
21,2,526,581,Player,red,Defense
21,3,776,315,Player,red,Defense
21,4,1120,350,Player,red,Defense
21,5,563,232,Player,red,Defense
21,6,1087,219,Player,red,Defense
21,7,844,152,Player,red,Defense
21,8,422,147,Player,red,Defense
21,9,1208,196,Player,red,Defense
21,10,78,195,Player,red,Defense
21,11,168,360,Player,red,Defense
21,12,170,255,Player,red,Defense
21,0,960,403,Ball,blue,Ball
22,1,1020,584,Player,red,Defense
22,2,528,580,Player,red,Defense
22,3,775,315,Player,red,Defense
22,4,1120,350,Player,red,Defense
22,5,564,233,Player,red,Defense
22,6,1087,219,Player,red,Defense
22,7,844,152,Player,red,Defense
22,8,422,147,Player,red,Defense
22,9,1208,196,Player,red,Defense
22,10,78,195,Player,red,Defense
22,11,168,360,Player,red,Defense
22,12,170,255,Player,red,Defense
22,0,979,409,Ball,blue,Ball
23,1,1021,584,Player,red,Defense
23,2,528,580,Player,red,Defense
23,3,775,315,Player,red,Defense
23,4,1120,350,Player,red,Defense
23,5,564,233,Player,red,Defense
23,6,1087,219,Player,red,Defense
23,7,844,152,Player,red,Defense
23,8,422,147,Player,red,Defense
23,9,1208,196,Player,red,Defense
23,10,78,195,Player,red,Defense
23,11,167,360,Player,red,Defense
23,12,170,255,Player,red,Defense
23,0,979,409,Ball,blue,Ball
24,1,1023,583,Player,red,Defense
24,2,530,580,Player,red,Defense
24,3,774,314,Player,red,Defense
24,4,1120,350,Player,red,Defense
24,5,564,237,Player,red,Defense
24,6,1087,219,Player,red,Defense
24,7,844,152,Player,red,Defense
24,8,422,147,Player,red,Defense
24,9,1208,196,Player,red,Defense
24,10,78,195,Player,red,Defense
24,11,167,360,Player,red,Defense
24,12,170,256,Player,red,Defense
25,1,1026,583,Player,red,Defense
25,2,531,580,Player,red,Defense
25,3,772,314,Player,red,Defense
25,4,1120,350,Player,red,Defense
25,5,564,240,Player,red,Defense
25,6,1086,220,Player,red,Defense
25,7,844,152,Player,red,Defense
25,8,422,147,Player,red,Defense
25,9,1208,196,Player,red,Defense
25,10,78,195,Player,red,Defense
25,11,166,360,Player,red,Defense
25,12,170,256,Player,red,Defense
25,0,1021,418,Ball,blue,Ball
26,1,1030,583,Player,red,Defense
26,2,530,580,Player,red,Defense
26,3,769,314,Player,red,Defense
26,4,1120,350,Player,red,Defense
26,5,564,242,Player,red,Defense
26,6,1086,220,Player,red,Defense
26,7,844,152,Player,red,Defense
26,8,422,147,Player,red,Defense
26,9,1208,196,Player,red,Defense
26,10,78,194,Player,red,Defense
26,11,167,360,Player,red,Defense
