frame,ID,X,Y,Class,Color,Position,X_court,Y_court,X_court_intelligent,Y_court_intelligent,in_court_bounds,in_strict_bounds,X_court_final,Y_court_final,court_zone,court_side
5,1,640,209,Player,red,Defense,6.429139259963627,4.397300296716707,9.475431140457184,19.099109637745368,True,True,9.453930289668632,19.018427349354212,Far Baseline,Right
5,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032,6.976362296592042,20.5085751492014,True,True,6.967037259755749,20.504394830577507,Far Baseline,Right
5,3,902,646,Player,red,Defense,8.822996360496985,24.332523953769478,9.973588882740406,23.77,True,True,9.97360143266157,23.769404714115414,Far Baseline,Right
5,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.0407920542831,15.036829422061112,Far Service,Right
5,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.7430186526118,22.04273438330917,Far Baseline,Right
5,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.52355187342205,19.63388626357251,Far Baseline,Right
5,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534,0.8532876488270603,0.6827494137423874,True,True,0.8564313569220876,0.6965212798041748,Near Baseline,Left
5,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482,8.879944227215418,11.826880279509632,True,True,8.880096668874296,11.825034801219607,Near Service,Right
5,10,849,67,Player,red,Defense,10.717486953068097,-5.689446694119954,10.367829272512108,16.129473347937054,True,True,10.368827313831504,16.13476323653264,Far Service,Right
5,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.00013369655296075885,0.0007349971037122752,Near Baseline,Left
5,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.9106073767758005,10.730851643245524,Near Service,Right
5,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007,10.97,19.32431862100679,True,True,10.970000000000004,19.325921233335357,Far Baseline,Right
5,15,174,123,Player,red,Defense,-20.069488113250717,-45.68114862040495,3.961110179985595,4.35552784901836,True,True,3.9670859734364226,4.368442896339691,Near Baseline,Left
5,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522,5.158584642845364,6.771794137568015,True,True,5.1551697702525185,6.764342541052008,Near Service,Left
5,63,1182,386,Player,red,Defense,11.785541005272162,18.05606867407664,10.590089571660238,23.120383719899166,True,True,10.590129008159545,23.120131317894824,Far Baseline,Right
5,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.295906404321816,9.327752130804887,Near Service,Right
6,1,636,210,Player,red,Defense,6.354384357274085,4.411777654725372,9.459874767631034,19.103371912566192,True,True,9.502533612702162,19.008872274740533,Far Baseline,Right
6,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032,6.976362296592042,20.5085751492014,True,True,6.9417530665100315,20.48373449584154,Far Baseline,Right
6,3,908,645,Player,red,Defense,8.86877044673057,24.30991725391069,9.983114395122962,23.77,True,True,9.925972284322608,23.77015894479498,Out of Bounds,Right
6,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.040962347236215,15.037138079001325,Far Service,Right
6,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.743144222475587,22.0417820098086,Far Baseline,Right
6,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.523476995160976,19.63375308427864,Far Baseline,Right
6,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534,0.8532876488270603,0.6827494137423874,True,True,0.8485025829396797,0.6807349222399659,Near Baseline,Left
6,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482,8.879944227215418,11.826880279509632,True,True,8.879265445490335,11.815793479362362,Near Service,Right
6,10,849,67,Player,red,Defense,10.717486953068097,-5.689446694119954,10.367829272512108,16.129473347937054,True,True,10.368908010885331,16.132071897255113,Far Service,Right
6,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.0009765661259742485,0.005368674496680999,Near Baseline,Left
6,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.910785755504404,10.731415723852674,Near Service,Right
6,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007,10.97,19.32431862100679,True,True,10.970000000000004,19.325655731177346,Far Baseline,Right
6,15,174,123,Player,red,Defense,-20.069488113250717,-45.68114862040495,3.961110179985595,4.35552784901836,True,True,3.966630992787236,4.367459579787186,Near Baseline,Left
6,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522,5.158584642845364,6.771794137568015,True,True,5.156734912557696,6.76775783946541,Near Service,Left
6,63,1182,386,Player,red,Defense,11.785541005272162,18.05606867407664,10.590089571660238,23.120383719899166,True,True,10.590149456403985,23.120289018902035,Far Baseline,Right
6,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.295057062182963,9.32590766936012,Near Service,Right
7,1,634,210,Player,red,Defense,6.316268886768375,4.373199998745018,9.451943000639195,19.092014275928825,True,True,9.562930489045202,19.0632934040926,Far Baseline,Right
7,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032,6.976362296592042,20.5085751492014,True,True,6.926464767200802,20.469929923481878,Far Baseline,Right
7,3,910,645,Player,red,Defense,8.883323322003445,24.309205409666923,9.9861428246345,23.77,True,True,9.88049643808001,23.770856353441943,Out of Bounds,Right
7,4,404,160,Player,red,Defense,-0.4999537552211277,-9.445654355898425,8.033498231535505,15.023609327097947,True,True,8.041127587604944,15.037437578103779,Far Service,Right
7,5,1189,282,Player,red,Defense,12.51505482790725,14.424508607485569,10.741900203450804,22.05121716182403,True,True,10.743221461358338,22.041196198349343,Far Baseline,Right
7,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.523419040176485,19.633650004909537,Far Baseline,Right
7,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534,0.8532876488270603,0.6827494137423874,True,True,0.8409739977642773,0.6639765216342945,Near Baseline,Left
7,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482,8.879944227215418,11.826880279509632,True,True,8.878485508083468,11.807632877769029,Near Service,Right
7,10,849,67,Player,red,Defense,10.717486953068097,-5.689446694119954,10.367829272512108,16.129473347937054,True,True,10.369132999178193,16.12996662694471,Far Service,Right
7,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.0014997265506033108,0.008244750119902965,Near Baseline,Left
7,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.910804590691222,10.731390894312701,Near Service,Right
7,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007,10.97,19.32431862100679,True,True,10.970000000000008,19.324744605540708,Far Baseline,Right
7,15,174,123,Player,red,Defense,-20.069488113250717,-45.68114862040495,3.961110179985595,4.35552784901836,True,True,3.966672493911338,4.367549273145244,Near Baseline,Left
7,16,224,121,Player,red,Defense,-14.419364202794254,-37.634776441079495,5.1368917127372065,6.724457975523584,True,True,5.158476159269692,6.771557415461247,Near Service,Left
7,63,1182,386,Player,red,Defense,11.785541005272162,18.05606867407664,10.590089571660238,23.120383719899166,True,True,10.590142202635368,23.12053978528583,Far Baseline,Right
7,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.294573284802091,9.324857081280177,Near Service,Right
7,0,938,523,Ball,blue,Ball,9.388004836499316,21.499620616232296,10.091166221301464,23.77,True,True,10.045927697588109,23.926043454058178,Out of Bounds,Right
8,1,634,211,Player,red,Defense,6.317546232808439,4.464766647438533,9.452208814258267,19.11897238671949,True,True,9.632436474543884,19.172242595166267,Far Baseline,Right
8,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032,6.976362296592042,20.5085751492014,True,True,6.920680485756994,20.462602033867565,Far Baseline,Right
8,3,910,645,Player,red,Defense,8.883323322003445,24.309205409666923,9.9861428246345,23.77,True,True,9.83732454464627,23.771464272699415,Out of Bounds,Right
8,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.041281529189778,15.037716598096546,Far Service,Right
8,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.743255065800746,22.04094132843478,Far Baseline,Right
8,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.523376580649353,19.63357448593033,Far Baseline,Right
8,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534,0.8532876488270603,0.6827494137423874,True,True,0.8338978974464271,0.6466507999340931,Near Baseline,Left
8,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482,8.879944227215418,11.826880279509632,True,True,8.877759318730508,11.80047768785221,Near Service,Right
8,10,849,67,Player,red,Defense,10.717486953068097,-5.689446694119954,10.367829272512108,16.129473347937054,True,True,10.369483629894587,16.12840159468278,Far Service,Right
8,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.0017438680820968727,0.009586918744073207,Near Baseline,Left
8,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.9106847184533775,10.73085542944089,Near Service,Right
8,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007,10.97,19.32431862100679,True,True,10.97,19.32328418462007,Far Baseline,Right
8,15,174,123,Player,red,Defense,-20.069488113250717,-45.68114862040495,3.961110179985595,4.35552784901836,True,True,3.967173520125395,4.3686321046247825,Near Baseline,Left
8,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522,5.158584642845364,6.771794137568015,True,True,5.1603609463406706,6.775670211001833,Near Service,Left
8,63,1182,386,Player,red,Defense,11.785541005272162,18.05606867407664,10.590089571660238,23.120383719899166,True,True,10.590110527194248,23.120873653106973,Far Baseline,Right
8,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.294464677237036,9.32462122524856,Near Service,Right
8,0,949,526,Ball,blue,Ball,9.465899289630752,21.58820897163961,10.107375929433038,23.77,True,True,10.067195028180196,23.840838520021023,Out of Bounds,Right
9,1,633,211,Player,red,Defense,6.298475491820906,4.445555715582446,9.44824022429026,19.113316501779313,True,True,9.708367125044342,19.326271705717378,Far Baseline,Right
9,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032,6.976362296592042,20.5085751492014,True,True,6.923908346107548,20.46137174736768,Far Baseline,Right
9,3,914,645,Player,red,Defense,8.912351514414794,24.3077855148841,9.992183543936827,23.77,True,True,9.796607254733894,23.771950035210537,Out of Bounds,Right
9,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.041417925791219,15.037963817707727,Far Service,Right
9,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.74324973234352,22.040981779568316,Far Baseline,Right
9,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.523348188760378,19.63352398780616,Far Baseline,Right
9,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534,0.8532876488270603,0.6827494137423874,True,True,0.8273265780366772,0.6291624790862959,Near Baseline,Left
9,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482,8.879944227215418,11.826880279509632,True,True,8.877089339508277,11.794252601024532,Near Service,Right
9,10,849,67,Player,red,Defense,10.717486953068097,-5.689446694119954,10.367829272512108,16.129473347937054,True,True,10.369941254219036,16.12733096955072,Far Service,Right
9,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.0017496809757038619,0.009618875139886787,Near Baseline,Left
9,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.9104469749080115,10.729887604052541,Near Service,Right
9,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007,10.97,19.32431862100679,True,True,10.970000000000002,19.321370796610083,Far Baseline,Right
9,15,174,123,Player,red,Defense,-20.069488113250717,-45.68114862040495,3.961110179985595,4.35552784901836,True,True,3.968097114746077,4.370628202436727,Near Baseline,Left
9,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522,5.158584642845364,6.771794137568015,True,True,5.162356709722801,6.780025168049489,Near Service,Left
9,63,1182,386,Player,red,Defense,11.785541005272162,18.05606867407664,10.590089571660238,23.120383719899166,True,True,10.590057710421188,23.121280658426237,Far Baseline,Right
9,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.294740844545631,9.325220959948759,Near Service,Right
9,0,959,531,Ball,blue,Ball,9.528849191516413,21.72517669287655,10.120475700924546,23.77,True,True,10.072255020799673,23.645986567666252,Far Baseline,Right
10,1,632,210,Player,red,Defense,6.277999120495189,4.334466176017731,9.44397912495083,19.08061066228426,True,True,9.78803799639271,19.515932593501773,Far Baseline,Right
10,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032,6.976362296592042,20.5085751492014,True,True,6.9356564721814,20.465859984351262,Far Baseline,Right
10,3,916,646,Player,red,Defense,8.92477772262903,24.327418985973605,9.994769417516235,23.77,True,True,9.758495219055385,23.77228097361841,Out of Bounds,Right
10,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.041530531209757,15.038167915665401,Far Service,Right
10,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.743210157527352,22.04128193125335,Far Baseline,Right
10,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.52333243669034,19.633495971002155,Far Baseline,Right
10,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534,0.8532876488270603,0.6827494137423874,True,True,0.8213123355855744,0.6119162810378352,Near Baseline,Left
10,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482,8.879944227215418,11.826880279509632,True,True,8.87647803249359,11.7888823086986,Near Service,Right
10,10,849,67,Player,red,Defense,10.717486953068097,-5.689446694119954,10.367829272512108,16.129473347937054,True,True,10.370487223336042,16.12670892062988,Far Service,Right
10,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.001557855486673206,0.008564314078038732,Near Baseline,Left
10,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.910112196172248,10.728565692962935,Near Service,Right
10,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007,10.97,19.32431862100679,True,True,10.97,19.31910076970536,Far Baseline,Right
10,15,174,123,Player,red,Defense,-20.069488113250717,-45.68114862040495,3.961110179985595,4.35552784901836,True,True,3.9694063210900477,4.373457694791994,Near Baseline,Left
10,16,224,121,Player,red,Defense,-14.419364202794254,-37.634776441079495,5.1368917127372065,6.724457975523584,True,True,5.1644308853682475,6.78455122856653,Near Service,Left
10,63,1182,386,Player,red,Defense,11.785541005272162,18.05606867407664,10.590089571660238,23.120383719899166,True,True,10.589987032656738,23.1217508373044,Far Baseline,Right
10,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.295411391785712,9.326677144064266,Near Service,Right
10,0,970,537,Ball,blue,Ball,9.5951078317632,21.88502436875409,10.134264015450398,23.77,True,True,10.062916862217103,23.349636807059444,Far Baseline,Right
11,1,862,210,Player,red,Defense,9.855262826606308,7.955107526481488,10.188401843830325,20.146562644274635,True,True,9.868764644435124,19.72717567194065,Far Baseline,Right
11,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032,6.976362296592042,20.5085751492014,True,True,6.955432987907485,20.475687665187372,Far Baseline,Right
11,3,626,579,Player,red,Defense,6.490666296594775,22.76553854637319,9.488234816019405,23.77,True,True,9.723139088323244,23.77242442056616,Out of Bounds,Right
11,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.041613099245888,15.03831757069766,Far Service,Right
11,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.74314103789295,22.04180616299327,Far Baseline,Right
11,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.523327896620032,19.633487895983464,Far Baseline,Right
11,7,51,148,Player,red,Defense,-35.22926928928072,-58.46182553687397,0.8063845439080722,0.5927724221259008,True,True,0.8159074661436663,0.595316927735645,Near Baseline,Left
11,8,557,65,Player,red,Defense,3.5178659065651248,-20.62864028800761,8.869599923307598,11.731229644869725,True,True,8.875927859763268,11.784291502287028,Near Service,Right
11,10,850,67,Player,red,Defense,10.733907019698696,-5.656395004922628,10.371246261487356,16.139204086278067,True,True,10.37110288843012,16.126489617001656,Far Service,Right
11,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.0012090818702538318,0.0066469303292240895,Near Baseline,Left
11,12,1269,147,Player,red,Defense,14.358547546266587,8.707189534656333,10.97,20.36798289268742,True,True,10.970000000000004,20.36798289268742,Far Baseline,Right
11,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.909701218363217,10.726967970987369,Near Service,Right
11,15,174,123,Player,red,Defense,-20.069488113250717,-45.68114862040495,3.961110179985595,4.35552784901836,True,True,3.971064182473976,4.377040709901504,Near Baseline,Left
11,16,226,121,Player,red,Defense,-14.21142371983985,-37.31405322190017,5.180163786703012,6.818882006534208,True,True,5.166550909229177,6.789177334515272,Near Service,Left
11,63,1182,386,Player,red,Defense,11.785541005272162,18.05606867407664,10.590089571660238,23.120383719899166,True,True,10.589901774241458,23.12227422580223,Far Baseline,Right
11,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.296485924015116,9.329010636278582,Near Service,Right
11,93,482,66,Player,red,Defense,0.3604394148860532,-26.79227195215996,8.212544641198388,9.916596613674777,True,True,8.212544641198388,9.916596613674777,Near Service,Right
12,1,872,208,Player,red,Defense,9.99184352016694,7.946915837872787,10.216824062486769,20.14415093157982,True,True,9.947862625017718,19.927545577116618,Far Baseline,Right
12,2,114,362,Player,red,Defense,-5.538738867060185,9.121561623578296,6.9849353016075675,20.48997806059083,True,True,6.982746017214738,20.49047571024506,Far Baseline,Right
12,3,643,539,Player,red,Defense,6.653458172323314,21.638891667254644,9.522111538759836,23.77,True,True,9.690689513249964,23.77234770869689,Out of Bounds,Right
12,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.041659383700104,15.03840146153258,Far Service,Right
12,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.743047069981007,22.042518854291465,Far Baseline,Right
12,6,969,164,Player,red,Defense,11.45472018483703,6.199808451118105,10.521246300701613,19.62978554672262,True,True,10.523333140730228,19.6334972232152,Far Baseline,Right
12,7,51,148,Player,red,Defense,-35.22926928928072,-58.46182553687397,0.8063845439080722,0.5927724221259008,True,True,0.8111642657614995,0.5797691411266578,Near Baseline,Left
12,8,558,65,Player,red,Defense,3.554847749717573,-20.55343821523734,8.877295784303724,11.753369865554381,True,True,8.875441283394117,11.780404873202427,Near Service,Right
12,10,850,67,Player,red,Defense,10.733907019698696,-5.656395004922628,10.371246261487356,16.139204086278067,True,True,10.371769600685766,16.1266272277474,Far Service,Right
12,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876,0.0,0.0,True,True,0.0007440503816946634,0.004090418664137891,Near Baseline,Left
12,12,1269,147,Player,red,Defense,14.358547546266587,8.707189534656333,10.97,20.36798289268742,True,True,10.970000000000002,20.367982892687426,Far Baseline,Right
12,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127,6.910165707674571,10.72910685685045,True,True,6.909234877598049,10.725172712941124,Near Service,Right
12,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007,10.97,19.32431862100679,True,True,10.97,19.313876111990243,Far Baseline,Right
12,15,175,123,Player,red,Defense,-19.93420594798744,-45.474488109992414,3.9892621770299153,4.416370710641527,True,True,3.973033742214526,4.381297375976178,Near Baseline,Left
12,16,226,121,Player,red,Defense,-14.21142371983985,-37.31405322190017,5.180163786703012,6.818882006534208,True,True,5.168684217257752,6.793832427858028,Near Service,Left
12,63,1182,387,Player,red,Defense,11.77982570610652,18.087033141577574,10.588900227263618,23.129499959898933,True,True,10.589805215515899,23.122840859980492,Far Baseline,Right
12,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868,6.296604336940219,9.329267785977066,True,True,6.297974046291675,9.332242295275194,Near Service,Right
13,1,872,207,Player,red,Defense,9.997596240938623,7.879118252474417,10.218021194258323,20.124190663899533,True,True,10.022647493986625,20.079985500777624,Far Baseline,Right
13,2,113,362,Player,red,Defense,-5.576619423640768,9.10384395135107,6.977052419818837,20.484761805789876,True,True,7.017103684032099,20.509845039893403,Far Baseline,Right
13,3,645,536,Player,red,Defense,6.67396837531831,21.5513779051654,9.526379678414237,23.77,True,True,9.66129714454806,23.772018170653737,Out of Bounds,Right
13,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008,8.04175538280344,15.03857546045008,True,True,8.041663138372906,15.038408266898259,Far Service,Right
13,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912,10.743452349158055,22.03944505029968,True,True,10.742932950332225,22.04338438465134,Far Baseline,Right
13,6,970,164,Player,red,Defense,11.46598484214602,6.213970153729735,10.523590457439871,19.6339548895285,True,True,10.523346741201726,19.633521413162516,Far Baseline,Right
