frame,ID,X,Y,Class,Color,Position,X_court,Y_court
1,0,656,351,Ball,blue,Ball,6.763317659096353,14.321107381042477
2,0,640,384,Ball,blue,Ball,6.556781241699758,15.841115147293946
3,1,650,210,Player,red,Defense,6.616949661788236,4.67752680737996
3,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032
3,3,888,646,Player,red,Defense,8.719935830591824,24.337693079778113
3,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008
3,5,1189,282,Player,red,Defense,12.51505482790725,14.424508607485567
3,6,970,164,Player,red,Defense,11.465984842146021,6.2139701537297345
3,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534
3,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482
3,10,850,67,Player,red,Defense,10.733907019698695,-5.656395004922628
3,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876
3,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127
3,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007
3,15,175,123,Player,red,Defense,-19.93420594798744,-45.474488109992414
3,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522
3,63,1182,386,Player,red,Defense,11.785541005272162,18.056068674076638
3,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868
4,1,645,210,Player,red,Defense,6.524019359125622,4.583469638500696
4,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032
4,3,894,646,Player,red,Defense,8.764262804458678,24.335469806584097
4,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008
4,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912
4,6,970,164,Player,red,Defense,11.465984842146021,6.2139701537297345
4,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534
4,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482
4,10,850,67,Player,red,Defense,10.733907019698695,-5.656395004922628
4,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876
4,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127
4,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007
4,15,174,123,Player,red,Defense,-20.069488113250713,-45.68114862040495
4,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522
4,63,1182,386,Player,red,Defense,11.785541005272162,18.056068674076638
4,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868
5,1,640,209,Player,red,Defense,6.429139259963627,4.397300296716707
5,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032
5,3,902,646,Player,red,Defense,8.822996360496985,24.332523953769474
5,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008
5,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912
5,6,970,164,Player,red,Defense,11.465984842146021,6.2139701537297345
5,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534
5,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482
5,10,849,67,Player,red,Defense,10.717486953068095,-5.689446694119954
5,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876
5,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127
5,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007
5,15,174,123,Player,red,Defense,-20.069488113250713,-45.68114862040495
5,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522
5,63,1182,386,Player,red,Defense,11.785541005272162,18.056068674076638
5,69,285,122,Player,red,Defense,-8.84645814435908,-28.787208943515868
6,1,636,210,Player,red,Defense,6.354384357274085,4.4117776547253715
6,2,112,363,Player,red,Defense,-5.579935755490061,9.184728998056032
6,3,908,645,Player,red,Defense,8.86877044673057,24.309917253910694
6,4,405,160,Player,red,Defense,-0.460274676657922,-9.394819982318008
6,5,1189,281,Player,red,Defense,12.522513539690662,14.384523134886912
6,6,970,164,Player,red,Defense,11.465984842146021,6.2139701537297345
6,7,52,148,Player,red,Defense,-35.00388017812736,-58.1562072520534
6,8,558,66,Player,red,Defense,3.567574629842846,-20.30375075374482
6,10,849,67,Player,red,Defense,10.717486953068095,-5.689446694119954
6,11,22,156,Player,red,Defense,-39.10428557899484,-60.4752523883876
6,13,326,123,Player,red,Defense,-5.898038157522156,-24.032477670785127
6,14,1133,116,Player,red,Defense,13.611170116805168,5.162251224215007
6,15,174,123,Player,red,Defense,-20.069488113250713,-45.68114862040495
6,16,225,121,Player,red,Defense,-14.31512056596393,-37.47399315199522
