total_distance,average_speed,max_speed,average_speed_kmh,max_speed_kmh,trajectory_segments,detection_gaps,valid_points,filtered_unrealistic
203.7084197493123,20.8280744316405,68.52212218611902,74.9810679539058,246.67963987002847,130,28,157,26
