frame,ID,X,Y,Class,Color,Position,X_court,Y_court
3,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
3,2,450,534,Player,red,Defense,-0.052951918808117115,15.309332793597143
3,3,550,184,Player,red,Defense,-1.569031334652762,-6.813933698459277
3,4,838,159,Player,red,Defense,2.9241274021189794,-8.89705970145663
3,5,404,105,Player,red,Defense,-5.23384907108973,-16.20783514441067
3,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
3,7,865,104,Player,red,Defense,3.1735836230128016,-15.509570134631867
3,8,132,113,Player,red,Defense,-9.834416093481725,-15.642634459194197
3,9,1050,276,Player,red,Defense,6.306199965417532,2.148386267844802
3,11,1067,194,Player,red,Defense,6.714836965064313,-4.846181570421448
3,12,157,107,Player,red,Defense,-9.565801362755389,-16.378163260616866
4,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
4,2,444,514,Player,red,Defense,-0.22871203767868126,14.47360262181996
4,3,550,184,Player,red,Defense,-1.569031334652762,-6.813933698459277
4,4,826,161,Player,red,Defense,2.7316166619400897,-8.701416688877597
4,5,404,104,Player,red,Defense,-5.253815791270954,-16.340826279375666
4,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
4,7,865,104,Player,red,Defense,3.1735836230128016,-15.509570134631867
4,8,132,126,Player,red,Defense,-9.479967025862118,-14.012355839801565
4,9,1050,275,Player,red,Defense,6.3076572524116115,2.072806332494146
4,10,1246,379,Player,red,Defense,8.596878084093944,9.26701294432592
4,11,1066,195,Player,red,Defense,6.696462722794077,-4.750953852728331
4,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
4,14,20,187,Player,red,Defense,-9.72345022882025,-7.48313692428498
4,0,438,378,Ball,blue,Ball,-1.2400242121118352,7.753144123102776
4,0,458,255,Ball,blue,Ball,-2.1458330335231985,-0.5967952760718253
5,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
5,2,448,514,Player,red,Defense,-0.1878058416705846,14.480217627856767
5,3,550,184,Player,red,Defense,-1.569031334652762,-6.813933698459277
5,4,826,161,Player,red,Defense,2.7316166619400897,-8.701416688877597
5,5,404,104,Player,red,Defense,-5.253815791270954,-16.340826279375666
5,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
5,7,865,104,Player,red,Defense,3.1735836230128016,-15.509570134631867
5,8,132,129,Player,red,Defense,-9.400515158596205,-13.646919188086482
5,9,1050,275,Player,red,Defense,6.3076572524116115,2.072806332494146
5,10,1246,379,Player,red,Defense,8.596878084093944,9.26701294432592
5,11,1066,195,Player,red,Defense,6.696462722794077,-4.750953852728331
5,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
5,14,20,187,Player,red,Defense,-9.72345022882025,-7.48313692428498
5,0,460,255,Ball,blue,Ball,-2.1176697314311297,-0.5931092186380247
6,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
6,2,451,510,Player,red,Defense,-0.18054647347512162,14.315773017444858
6,3,550,184,Player,red,Defense,-1.569031334652762,-6.813933698459277
6,4,825,161,Player,red,Defense,2.714892574989076,-8.70330323699285
6,5,404,104,Player,red,Defense,-5.253815791270954,-16.340826279375666
6,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
6,7,865,104,Player,red,Defense,3.1735836230128016,-15.509570134631867
6,8,132,130,Player,red,Defense,-9.374220604942158,-13.525978120540305
6,9,1050,275,Player,red,Defense,6.3076572524116115,2.072806332494146
6,11,1066,194,Player,red,Defense,6.698761368740865,-4.848107248641995
6,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
6,14,20,187,Player,red,Defense,-9.72345022882025,-7.48313692428498
6,0,461,256,Ball,blue,Ball,-2.092669752211096,-0.5108416135913963
7,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
7,2,452,491,Player,red,Defense,-0.2841312292222844,13.49251569737656
7,3,552,184,Player,red,Defense,-1.53743921481702,-6.810213600922064
7,4,820,160,Player,red,Defense,2.6266418503994236,-8.821681253973452
7,5,404,104,Player,red,Defense,-5.253815791270954,-16.340826279375666
7,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
7,7,864,104,Player,red,Defense,3.1549797600448577,-15.511405169931354
7,8,132,127,Player,red,Defense,-9.453387858370496,-13.890105698832498
7,9,1050,276,Player,red,Defense,6.306199965417532,2.148386267844802
7,11,1066,194,Player,red,Defense,6.698761368740865,-4.848107248641995
7,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
7,14,20,187,Player,red,Defense,-9.72345022882025,-7.48313692428498
7,0,554,256,Ball,blue,Ball,-0.7812398888845304,-0.3389832435521336
8,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
8,2,448,489,Player,red,Defense,-0.33841375955701464,13.396980173986885
8,3,552,185,Player,red,Defense,-1.5261445862044116,-6.709861649744487
8,4,818,161,Player,red,Defense,2.597856343733386,-8.716505421491089
8,5,404,104,Player,red,Defense,-5.253815791270954,-16.340826279375666
8,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
8,7,864,104,Player,red,Defense,3.1549797600448577,-15.511405169931354
8,8,132,127,Player,red,Defense,-9.453387858370496,-13.890105698832498
8,9,1050,276,Player,red,Defense,6.306199965417532,2.148386267844802
8,11,1066,194,Player,red,Defense,6.698761368740865,-4.848107248641995
8,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
8,14,20,187,Player,red,Defense,-9.72345022882025,-7.48313692428498
9,1,734,335,Player,red,Defense,2.148099194863852,5.666943323027783
9,2,442,489,Player,red,Defense,-0.40143236724003056,13.386928188020125
9,3,552,185,Player,red,Defense,-1.5261445862044116,-6.709861649744487
9,4,816,161,Player,red,Defense,2.5644278239417893,-8.720276300654373
9,5,404,104,Player,red,Defense,-5.253815791270954,-16.340826279375666
9,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
9,7,864,104,Player,red,Defense,3.1549797600448577,-15.511405169931354
9,8,132,126,Player,red,Defense,-9.479967025862118,-14.012355839801565
9,9,1050,275,Player,red,Defense,6.3076572524116115,2.072806332494146
9,11,1066,194,Player,red,Defense,6.698761368740865,-4.848107248641995
9,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
9,14,20,187,Player,red,Defense,-9.72345022882025,-7.48313692428498
10,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
10,2,438,495,Player,red,Defense,-0.40586334234506577,13.645637854372088
10,3,552,185,Player,red,Defense,-1.5261445862044116,-6.709861649744487
10,4,814,161,Player,red,Defense,2.5310039261362585,-8.72404665843798
10,5,404,104,Player,red,Defense,-5.253815791270954,-16.340826279375666
10,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
10,7,864,104,Player,red,Defense,3.1549797600448577,-15.511405169931354
10,8,132,119,Player,red,Defense,-9.668735747123936,-14.88059231831729
10,9,1050,276,Player,red,Defense,6.306199965417532,2.148386267844802
10,11,1066,196,Player,red,Defense,6.694171654413369,-4.654120726353539
10,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
10,14,20,188,Player,red,Defense,-9.699190794301517,-7.383902575383266
10,0,482,463,Ball,blue,Ball,-0.13627442169023465,12.263340213692926
11,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
11,2,436,499,Player,red,Defense,-0.4018606484515214,13.8173266917741
11,3,552,185,Player,red,Defense,-1.5261445862044116,-6.709861649744487
11,4,814,161,Player,red,Defense,2.5310039261362585,-8.72404665843798
11,5,405,104,Player,red,Defense,-5.235852666656793,-16.339054444794165
11,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
11,7,864,104,Player,red,Defense,3.1549797600448577,-15.511405169931354
11,8,132,116,Player,red,Defense,-9.751120184464034,-15.259517244451926
11,9,1050,276,Player,red,Defense,6.306199965417532,2.148386267844802
11,11,1066,196,Player,red,Defense,6.694171654413369,-4.654120726353539
11,12,156,105,Player,red,Defense,-9.639121045737115,-16.64357278843605
11,14,20,188,Player,red,Defense,-9.699190794301517,-7.383902575383266
12,1,734,334,Player,red,Defense,2.143895401731613,5.602615491814142
12,2,440,500,Player,red,Defense,-0.35417276999740116,13.867507965038179
12,3,552,185,Player,red,Defense,-1.5261445862044116,-6.709861649744487
12,4,814,161,Player,red,Defense,2.5310039261362585,-8.72404665843798
12,5,405,104,Player,red,Defense,-5.235852666656793,-16.339054444794165
12,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
12,7,864,104,Player,red,Defense,3.1549797600448577,-15.511405169931354
12,8,132,115,Player,red,Defense,-9.778783468606418,-15.386753749776627
12,9,1050,276,Player,red,Defense,6.306199965417532,2.148386267844802
12,11,1066,197,Player,red,Defense,6.691888126190836,-4.557606288454168
12,14,20,188,Player,red,Defense,-9.699190794301517,-7.383902575383266
12,0,667,232,Ball,blue,Ball,0.6564994560040892,-2.1254053572156235
13,1,734,333,Player,red,Defense,2.1396804032076027,5.538116191993998
13,2,446,501,Player,red,Defense,-0.28584327330690484,13.920919193893686
13,3,552,184,Player,red,Defense,-1.53743921481702,-6.810213600922064
13,4,814,161,Player,red,Defense,2.5310039261362585,-8.72404665843798
13,5,405,104,Player,red,Defense,-5.235852666656793,-16.339054444794165
13,6,1080,316,Player,red,Defense,6.652271731666734,5.057288211466541
