total_distance,average_speed,max_speed,average_speed_kmh,max_speed_kmh,trajectory_segments,detection_gaps,valid_points,filtered_unrealistic
8.246179434852433,9.51482242482973,68.43044256052121,34.253360729387026,246.3495932178764,26,0,291,264
