frame,ID,X,Y,Class,Color,Position,X_court,Y_court
3,1,991,616,Player,red,Defense,9.225747168540032,24.43164179259555
3,2,520,585,Player,red,Defense,2.793689364511782,22.08576421154027
3,3,754,297,Player,red,Defense,6.884647519440466,7.7312770010230585
3,4,1120,351,Player,red,Defense,14.499478099967327,12.378216151623425
3,5,556,216,Player,red,Defense,2.4347355810453153,0.13746936971626933
3,6,1087,220,Player,red,Defense,16.771416330669776,0.20045627552797546
3,7,844,152,Player,red,Defense,10.712955724693481,-8.797359206906563
3,8,423,147,Player,red,Defense,-1.4322292749175123,-8.114714970006453
3,9,1208,196,Player,red,Defense,21.726018293523833,-3.139402688648645
3,10,78,195,Player,red,Defense,-8.154290805672463,-1.6445898967395212
3,11,166,360,Player,red,Defense,-3.695628874422474,11.298758076310472
3,12,169,255,Player,red,Defense,-5.17353251533873,3.9083353279015443
4,1,980,597,Player,red,Defense,9.18025966711859,23.788568687798787
4,2,522,589,Player,red,Defense,2.8271291230391955,22.223445669804544
4,3,762,293,Player,red,Defense,7.0820198511813786,7.413761160062691
4,4,1120,351,Player,red,Defense,14.499478099967327,12.378216151623425
4,5,552,217,Player,red,Defense,2.344600996633654,0.24710887667249712
4,6,1088,220,Player,red,Defense,16.802479034313798,0.19967097571711895
4,7,844,152,Player,red,Defense,10.712955724693481,-8.797359206906563
4,8,422,147,Player,red,Defense,-1.4578254118471188,-8.111590496282375
4,9,1208,196,Player,red,Defense,21.726018293523833,-3.139402688648645
4,10,78,195,Player,red,Defense,-8.154290805672463,-1.6445898967395212
4,11,166,360,Player,red,Defense,-3.695628874422474,11.298758076310472
4,12,169,256,Player,red,Defense,-5.15626074329962,3.9920870021374215
5,1,978,596,Player,red,Defense,9.156808026978636,23.749615653775056
5,2,522,588,Player,red,Defense,2.8253524147665807,22.19046947255528
5,3,762,293,Player,red,Defense,7.0820198511813786,7.413761160062691
5,4,1120,351,Player,red,Defense,14.499478099967327,12.378216151623425
5,5,552,218,Player,red,Defense,2.348830673104308,0.3534802518347974
