total_distance,average_speed,max_speed,average_speed_kmh,max_speed_kmh,trajectory_segments,detection_gaps,valid_points,filtered_unrealistic
69.55867107139447,16.7859704584481,64.13520437275537,60.429493650413164,230.88673574191932,90,17,99,8
