ID,TotalDistance,AverageSpeed,MaxSpeed,AverageSpeedKmh,MaxSpeedKmh,FrameCount,ValidMovements,FilteredMovements,DetectionGaps,MovementSegments,CourtCoverage,TimeActive,DistancePerMinute
1,29.397675000918596,3.4316352141150137,11.787727522496336,12.35388677081405,42.43581908098681,413,257,155,0,1,52.45300560734515,13.733333333333333,128.43644417877056
2,35.59486710767417,3.821550334603802,11.023679759960014,13.757581204573686,39.68524713585605,409,278,129,2,3,51.6244918603282,13.733333333333333,155.51155532479007
3,42.11602025676722,4.749927096627879,11.797250430643636,17.099737547860364,42.47010155031709,413,266,146,0,1,143.7655683777831,13.733333333333333,184.00203024801215
4,28.757234131366992,5.8291690806825,11.937241576764682,20.985008690457,42.974069676352855,413,148,264,0,1,63.566638843303664,13.733333333333333,125.63840154480725
5,33.65080886781667,4.070662363042337,11.630032923124979,14.654384506952415,41.868118523249926,407,248,158,1,2,65.45729420867103,13.733333333333333,147.01809699531557
6,26.82833375221415,6.027308719027512,11.903377523883652,21.698311388499043,42.85215908598115,409,134,273,1,2,34.367504502233906,13.733333333333333,117.21116687860551
7,17.665972261243883,3.272297501158083,11.97795662114485,11.7802710041691,43.12064383612146,411,160,250,1,2,13.557644325216879,13.733333333333333,77.18143220931795
8,2.5196161653642375,7.558848496092713,11.42672707273225,27.211854585933768,41.136217461836104,17,10,6,0,1,0.4853593080529627,0.5333333333333333,283.45681860347673
11,4.727112226855862,5.799596419033669,11.307070875292542,20.87854710852121,40.70545515105315,37,24,11,1,2,3.9447323605052205,1.5,189.08448907423448
15,26.411477737371474,7.0246939358674405,11.977160311056599,25.288898169122785,43.117777119803755,268,112,153,4,5,90.31411976890227,10.566666666666666,149.9705360481661
19,1.71105609756321,6.596333964606429,9.65277571024248,23.746802272583146,34.74999255687293,20,7,11,3,4,3.4577831780861197,1.0666666666666667,96.24690548793058
20,18.041727130877675,3.808415821517022,10.495015851504977,13.71029695746128,37.782057065417916,305,137,163,7,8,53.281731477271826,13.5,80.18545391501189
22,0.9941160770519302,3.9520059706140542,6.095290499522554,14.227221494210596,21.943045798281197,16,7,7,1,2,4.446361421103298,1.9666666666666666,30.328965062601263
34,1.522109260850709,2.774669995187255,5.193012398324551,9.988811982674118,18.694844633968383,68,16,50,1,2,0.19998682184642938,2.4,38.052731521267724
48,0.0,0.0,0.0,0.0,0.0,6,0,5,0,1,0.0,0.16666666666666666,0.0
77,13.862426624307854,5.528967999934497,10.960743811147292,19.904284799764188,39.458677720130254,153,74,76,2,3,10.650451474430929,5.566666666666666,149.41537678894693
80,2.113984713302388,5.406227270963044,10.616726407217188,19.46241817546696,38.220215065981876,23,11,10,2,3,3.3049374371088005,1.3,97.56852522934099
84,5.593165822698827,3.998975988148808,9.573579788220352,14.39631355733571,34.46488723759327,117,41,73,4,5,10.796399468288254,5.166666666666667,64.95289342488961
85,10.037397889766169,5.377177440946162,10.20351289592417,19.357838787406184,36.73264642532701,100,56,43,0,1,5.671084183652037,3.3,182.49814345029398
86,1.4997095159928082,5.278119946352637,7.966203491513775,19.001231806869495,28.67833256944959,15,9,4,1,2,0.5715130455281769,0.6333333333333333,142.0777436203713
87,1.039246719185448,5.03110208041618,5.635023137251588,18.111967489498248,20.28608329410572,18,6,10,1,2,3.025283662340648,0.6666666666666666,93.53220472669032
90,2.0754570771859533,8.894816045082658,11.880415834898674,32.02133776229757,42.76949700563523,8,7,0,0,1,0.03291791933823286,0.23333333333333334,533.6889627049594
99,0.0,0.0,0.0,0.0,0.0,6,0,5,0,1,208.62475716536758,0.16666666666666666,0.0
102,3.82432594677988,3.147290707350501,10.298652317684128,11.330246546461805,37.07514834366286,73,34,34,4,5,2.634581267675233,4.433333333333334,51.7577947684495
144,8.175688558207682,6.641868609239951,11.979803999004433,23.910726993263822,43.12729439641596,84,34,49,1,2,26.64062954092534,2.8333333333333335,173.13222829145678
150,0.7967618093605449,2.3115656143645404,4.807995984039366,8.321636211712345,17.308785542541717,33,9,22,2,3,0.46374631429946556,1.6333333333333333,29.268801160183283
166,0.3204755301135426,3.204755301135426,3.2169657622341323,11.537119084087534,11.581076744042877,12,3,8,0,1,0.005863683086537957,0.36666666666666664,52.44145038221606
178,0.3884223206039045,11.652669618117136,11.652669618117136,41.94961062522169,41.94961062522169,7,1,5,0,1,0.006371469643215539,0.2,116.52669618117135
213,0.0,0.0,0.0,,,1,0,0,0,0,0.0,0.0,
221,3.4749326367640023,4.169919164116802,10.429721399320396,15.011708990820487,37.546997037553425,102,25,76,0,1,3.4479799605306214,3.3666666666666667,61.92949253638816
237,2.977405971505041,3.6185603719740183,6.69613422370543,13.026817339106467,24.106083205339548,74,24,46,3,4,2.642345164080173,3.3333333333333335,53.59330748709073
241,3.9242587915053586,5.886388187258038,11.776873575068095,21.190997474128935,42.39674487024514,35,20,14,0,1,0.28536501552588356,1.1333333333333333,207.75487719734252
247,0.35751409121978245,2.681355684148368,3.7367950728021477,9.652880462934126,13.452462262087732,9,4,4,0,1,0.04205146909385662,0.26666666666666666,80.44067052445105
252,0.5122482178771849,1.9209308170394432,1.9722098433895392,6.915350941341996,7.099955436202341,49,8,40,2,3,0.8250490152691394,1.8,17.074940595906163
253,6.684549459036641,5.729613822031408,11.329934143650036,20.62660975931307,40.78776291714013,55,35,19,0,1,2.9803466004322345,1.8,222.81831530122136
254,0.6108639189491522,3.118815939038897,5.283426035567372,11.22773738054003,19.020333728042537,34,6,26,1,2,0.6739934411414221,1.3666666666666667,26.818415953865216
