total_distance,average_speed,max_speed,average_speed_kmh,max_speed_kmh,trajectory_segments,detection_gaps,valid_points,filtered_unrealistic
214.71535250638226,21.552870070937793,63.688327468697075,77.59033225537605,229.27797888730947,128,28,157,28
